WORD,COUNT
tinder,2
whom,2
cats,2
shorn,2
poorer,2
fearing,2
snarling,2
shaggy,2
garment,2
wrung,2
fragments,2
extra,2
sets,2
drumbeat,2
na,2
gnaw,2
announce,2
warrant,2
unguessed,2
END,2
fright,2
haunted,2
roasting,2
Parth,2
exceptional,2
reined,2
NOW,2
blinked,2
shriek,2
jokes,2
hatchet,2
speechless,2
strand,2
overthrown,2
ought,2
devices,2
gast,2
altered,2
Rada,2
Odo,2
stamped,2
Winyards,2
Baraddur,2
roofed,2
straw,2
rupting,2
inter,2
behalf,2
imitations,2
terric,2
ithildin,2
Fundin,2
barking,2
drying,2
Brockhouse,2
taste,2
handbell,2
Fang,2
vaguely,2
Ringmaker,2
hobbitsense,2
deceived,2
appointed,2
behaviour,2
fen,2
itll,2
abandoned,2
prank,2
lust,2
snarled,2
thickset,2
devoured,2
crumb,2
Towers,2
sailed,2
frantically,2
tipsy,2
ostler,2
suited,2
eyeopener,2
Wouldnt,2
Watcher,2
suit,2
keenly,2
Late,2
bewildering,2
mead,2
playing,2
trollcountry,2
Heel,2
grip,2
Please,2
NOT,2
splinter,2
plays,2
bidden,2
treacherously,2
coughed,2
aroused,2
shifting,2
folded,2
Wargs,2
thrice,2
parlour,2
Glade,2
brew,2
Wight,2
support,2
probable,2
furtive,2
waist,2
ank,2
Elfstone,2
tenth,2
placed,2
unbearable,2
bered,2
Boro,2
disposed,2
working,2
Trees,2
cloths,2
dwarfboots,2
recollect,2
pursue,2
achieve,2
relish,2
conquered,2
stride,2
unmasked,2
chink,2
tougher,2
wriggling,2
bears,2
uncanny,2
inscription,2
commotion,2
tiny,2
wounded,2
millers,2
hounds,2
innyard,2
spider,2
defend,2
errantry,2
sees,2
bony,2
Think,2
Tuckborough,2
elfletters,2
minstrels,2
hilly,2
booted,2
ably,2
Concerning,2
Bonre,2
smials,2
wisely,2
Must,2
compelling,2
tracks,2
load,2
warriors,2
grinning,2
spoilt,2
Rhosgobel,2
spoil,2
receive,2
forgetful,2
seventeen,2
blur,2
shady,2
tops,2
poorest,2
indisposed,2
st,2
spurred,2
choices,2
shinbone,2
dently,2
evi,2
pained,2
Hal,2
foreboding,2
Safely,2
untimely,2
stool,2
ssures,2
bonre,2
arrangements,2
unto,2
stopping,2
burn,2
limb,2
dgeted,2
Moors,2
stabbed,2
giants,2
shattered,2
crescent,2
ooded,2
wanes,2
doughty,2
weve,2
Said,2
harmless,2
quarrel,2
shrewd,2
ible,2
hoary,2
shunned,2
stature,2
offering,2
Narvi,2
kick,2
imitation,2
drives,2
rags,2
moun,2
Blue,2
Evenstar,2
sheep,2
cunningly,2
murdered,2
hawks,2
blinking,2
avoiding,2
twang,2
curi,2
December,2
ideas,2
confounded,2
visitors,2
Degol,2
mathoms,2
wink,2
timeless,2
mathom,2
nimble,2
piping,2
governed,2
Consider,2
immediate,2
waxing,2
stabled,2
Occasionally,2
valuable,2
museum,2
tfully,2
brushwood,2
unsafe,2
jumping,2
gullies,2
tormented,2
handful,2
weeds,2
winters,2
S,2
forges,2
Name,2
Funny,2
milder,2
riverbed,2
abide,2
weathered,2
blushed,2
routed,2
gratefully,2
herald,2
Carn,2
lace,2
nosing,2
graven,2
Smeagl,2
keener,2
pops,2
unheard,2
sharper,2
raid,2
Seat,2
sleeves,2
downward,2
comical,2
cocking,2
armed,2
hinges,2
plants,2
alongside,2
ignored,2
sensible,2
shelf,2
reappear,2
gets,2
trollhole,2
bars,2
correct,2
plied,2
Duadan,2
radiance,2
unhappy,2
board,2
fraught,2
Bullroarer,2
bang,2
interesting,2
Naur,2
ecked,2
vanwa,2
planning,2
atter,2
between,2
drowsy,2
farms,2
unpopular,2
Heavy,2
stealthy,2
Isnt,2
bred,2
arguing,2
foreigners,2
treetop,2
haunts,2
defenders,2
disquieting,2
queenly,2
Hi,2
freedom,2
Mithril,2
37,2
annoy,2
forbid,2
multiplied,2
timber,2
bothered,2
Elendils,2
tted,2
aimlessly,2
supple,2
drowning,2
chiefs,2
background,2
fortnight,2
Warning,2
destruction,2
wheels,2
Shall,2
bowmen,2
noisy,2
tramped,2
weedy,2
conspirators,2
shalt,2
estranged,2
seize,2
ruled,2
truesilver,2
Moriasilver,2
undamaged,2
seeks,2
openings,2
panted,2
grinding,2
crosses,2
countries,2
Lead,2
graveyard,2
lordship,2
restrained,2
plundered,2
hoy,2
Later,2
windless,2
repair,2
posts,2
obstinately,2
netted,2
storytelling,2
Up,2
ensnared,2
consumed,2
nowadays,2
recovered,2
Dundan,2
fortunes,2
Riven,2
arouse,2
completely,2
dwindle,2
judgement,2
resistance,2
lacks,2
descent,2
forests,2
Sometimes,2
meads,2
diminish,2
owner,2
Baranduin,2
scrambling,2
manypillared,2
respite,2
trickle,2
submit,2
Nargothrond,2
Always,2
fastness,2
swathed,2
amazed,2
Fallohide,2
Ere,2
Limlight,2
sand,2
unusual,2
edro,2
scouts,2
boned,2
sunken,2
Stop,2
engulf,2
issuing,2
Faint,2
happening,2
coasts,2
Swiftly,2
possessing,2
stretch,2
lurking,2
currents,2
Gatestream,2
bub,2
chattering,2
Blessed,2
alter,2
veered,2
aeld,2
determined,2
darksome,2
Realm,2
verse,2
shrugged,2
utter,2
mode,2
unhorsed,2
intent,2
secrecy,2
depth,2
somebody,2
melodies,2
burdened,2
reduced,2
scornful,2
rs,2
adan,2
documents,2
upheld,2
doggedly,2
drier,2
welltrodden,2
throbbing,2
palm,2
scratches,2
forlorn,2
Shadowfax,2
eyot,2
victories,2
trickling,2
faraway,2
waxed,2
Falls,2
jerked,2
edged,2
Instead,2
Lune,2
feasting,2
oppressed,2
Walls,2
Masters,2
oncoming,2
inclined,2
tongs,2
strain,2
esh,2
reected,2
forehead,2
riverbank,2
scratch,2
haling,2
hoarded,2
remembers,2
kinder,2
crownless,2
arriving,2
bolder,2
signicant,2
landingstage,2
Renewed,2
Sancho,2
faithless,2
slanted,2
oaktrees,2
branched,2
Less,2
quailed,2
darkening,2
loftier,2
spat,2
silvergrey,2
nestled,2
woken,2
abreast,2
disquiet,2
Lothlorien,2
Drogos,2
visitor,2
forgetfulness,2
boating,2
Stone,2
jools,2
TO,2
rainbow,2
vittles,2
Silvan,2
pure,2
yore,2
chap,2
framed,2
connexion,2
lover,2
shielding,2
Bay,2
reluc,2
daughters,2
deemed,2
frontdoor,2
blamed,2
lanes,2
Dwarrowdelf,2
forgets,2
Miss,2
roast,2
wanders,2
clasped,2
dotted,2
passion,2
Revenge,2
helping,2
northerly,2
uplifted,2
gunwale,2
rapid,2
ice,2
described,2
southeastern,2
Dwarfkingdom,2
thorn,2
Tim,2
nut,2
presses,2
breed,2
reins,2
yawning,2
involved,2
sloe,2
fortresses,2
ocks,2
poisoned,2
Firstborn,2
upward,2
Celebdil,2
mess,2
munched,2
Fanuidhol,2
overjoyed,2
platform,2
Sheep,2
persuade,2
proofs,2
treestems,2
Barrows,2
Dan,2
losing,2
Noakes,2
foamed,2
sundered,2
whence,2
shes,2
recognized,2
my,2
pebbles,2
consulting,2
rainwashed,2
waterfalls,2
divide,2
Orophin,2
lighting,2
brandished,2
nightwind,2
afterthought,2
Oldbuck,2
argued,2
comfortless,2
voicing,2
common,2
Stronger,2
speeding,2
talan,2
gem,2
hairs,2
est,2
slaves,2
panting,2
opinion,2
despite,2
Holman,2
retorted,2
By,2
queerness,2
Bush,2
Ivy,2
taptom,2
gnawing,2
stricken,2
practice,2
sterner,2
attentive,2
snufing,2
directions,2
crawl,2
conversation,2
recalling,2
fancies,2
Clear,2
speaks,2
fur,2
spooks,2
sharpeyed,2
mane,2
130,2
labouring,2
111,2
Guard,2
horizon,2
hides,2
planned,2
Cdan,2
Yrch,2
oddlooking,2
lively,2
Hobbi,2
thirtythree,2
childhood,2
Against,2
tomtap,2
tweens,2
comfortably,2
birthdayparties,2
ancestral,2
ton,2
melody,2
Gently,2
longest,2
against,2
showers,2
hopes,2
adopted,2
More,2
Save,2
eldest,2
undoing,2
spluttered,2
weigh,2
princes,2
chimneys,2
clefts,2
cups,2
jests,2
curse,2
athelas,2
Bless,2
swallowed,2
commonly,2
visiting,2
badgers,2
oddities,2
seasons,2
charming,2
Underhills,2
windy,2
roamed,2
Needless,2
foiled,2
del,2
stripped,2
theyve,2
apparently,2
accord,2
allows,2
Pursuing,2
scarf,2
parted,2
bushy,2
Otherwise,2
gathers,2
adrift,2
Meneldil,2
prolonged,2
fame,2
brim,2
stuffed,2
Bard,2
geese,2
jutting,2
blossom,2
treeroot,2
billows,2
Thy,2
Kheledzarm,2
bundles,2
independent,2
Few,2
sniffed,2
labelled,2
pose,2
weatherworn,2
larn,2
lim,2
gaffer,2
noro,2
BOOK,2
nef,2
errands,2
writhed,2
RING,2
crackle,2
FELLOWSHIP,2
beans,2
sombre,2
withdraw,2
smokes,2
Highelven,2
Leaving,2
exclamation,2
geography,2
extinguished,2
Rope,2
blankly,2
hobbitchildren,2
masked,2
unharmed,2
pine,2
teach,2
assistance,2
receded,2
expects,2
elders,2
crows,2
logs,2
aught,2
crebain,2
pro,2
lag,2
legendary,2
unravelling,2
counselled,2
hummed,2
wan,2
shoreless,2
colony,2
kinship,2
resolved,2
shelving,2
Earenil,2
Words,2
commands,2
Egladil,2
overtaken,2
scraping,2
obscure,2
spearhead,2
Watervalley,2
twigngers,2
fretting,2
mastery,2
bootless,2
connexions,2
frugal,2
Among,2
1418,2
net,2
swaying,2
birches,2
landers,2
descried,2
1462,2
reluctance,2
B,2
eased,2
groaned,2
accursed,2
enclosed,2
chuckled,2
lodge,2
tance,2
Dior,2
mountainpass,2
harken,2
collapsed,2
treason,2
peep,2
bedroom,2
bustling,2
sentinels,2
deepcloven,2
torrent,2
unguarded,2
obey,2
tions,2
southeastwards,2
wailed,2
aldertrees,2
shines,2
64,2
retired,2
righthand,2
apron,2
hit,2
wielded,2
Thains,2
Thran,2
exact,2
IV,2
Tonight,2
Turn,2
description,2
efforts,2
RIEN,2
Find,2
sinister,2
whist,2
ling,2
pouch,2
Haysend,2
abyss,2
grumbling,2
cairn,2
Dwarflords,2
particular,2
coals,2
stoutly,2
inthe,2
Folly,2
immortal,2
snails,2
covers,2
hillbrow,2
wool,2
pillows,2
sheaths,2
neighbourhood,2
grasping,2
coverlet,2
straps,2
dismounted,2
multiplying,2
bumped,2
brakes,2
worlds,2
rivervalley,2
rearguard,2
pungent,2
source,2
Passing,2
postofce,2
snowed,2
lulled,2
upright,2
drowsiness,2
libraries,2
cil,2
Coun,2
homeward,2
disguise,2
constant,2
snows,2
warns,2
hillock,2
nuncle,2
singer,2
wiping,2
magical,2
overwhelmed,2
SHIRE,2
airs,2
directly,2
shrubs,2
bald,2
featureless,2
Eh,2
comforting,2
races,2
stored,2
speedily,2
until,2
chimneyshelf,2
striding,2
snowy,2
Eastward,2
pavilions,2
raced,2
ai,2
travels,2
vales,2
heaped,2
Lutien,2
dishes,2
stroll,2
drawer,2
lent,2
pretending,2
salt,2
consulted,2
famous,2
ashore,2
washing,2
yearns,2
New,2
swear,2
feigned,2
regretted,2
stepping,2
domination,2
enormous,2
multiply,2
capable,2
wraith,2
ranks,2
gangways,2
customs,2
settling,2
keys,2
anybody,2
jogged,2
unwholesome,2
advised,2
confessed,2
fruits,2
Bombur,2
lessen,2
footfalls,2
boldest,2
gardener,2
disturb,2
questioning,2
gleams,2
Lotho,2
mattresses,2
capture,2
uninvited,2
Samwise,2
niphredil,2
settlement,2
contain,2
Beorn,2
cap,2
awhile,2
moist,2
certainty,2
dusty,2
besieged,2
attened,2
ankledeep,2
dais,2
whiles,2
rail,2
ags,2
dig,2
starless,2
According,2
unlookedfor,2
understanding,2
charge,2
upstream,2
beaches,2
couch,2
Ori,2
seabirds,2
additions,2
berries,2
birthdays,2
accomplish,2
claws,2
intend,2
snoring,2
415,1
attopped,1
fume,1
oddments,1
416,1
dazzlingly,1
oblong,1
417,1
43,1
Daerons,1
Runes,1
BALIN,1
SON,1
FUNDIN,1
LORD,1
MORIA,1
BRIDGE,1
KHAZADDU,1
M,1
axeheads,1
orcscimitars,1
recesses,1
ironbound,1
scraped,1
haunt,1
Ethir,1
Wellpreserved,1
pored,1
Probably,1
gingerly,1
offended,1
countryside,1
419,1
loi,1
interfering,1
vanishment,1
Fli,1
Records,1
Axe,1
42,1
wellforged,1
armouries,1
farmed,1
damaged,1
sealed,1
lope,1
enve,1
numbered,1
bulky,1
manuscript,1
leatherbound,1
strongbox,1
Oris,1
estre,1
patched,1
yestre,1
mothballs,1
blackleather,1
novembre,1
untidy,1
tissuepaper,1
420,1
puzzle,1
din,1
Fra,1
briskly,1
Loniand,1
Nali,1
ell,1
41,1
smeared,1
deepI,1
scrawl,1
retake,1
delta,1
i,1
Silly,1
grieve,1
421,1
Esmeralda,1
daughterinlaw,1
Northend,1
exceptions,1
Twentyrst,1
comment,1
popular,1
Seventh,1
annoyance,1
shock,1
Level,1
Goodbody,1
Bracegirdle,1
Boom,1
Burrows,1
Chubb,1
Grubb,1
breaths,1
abbergasted,1
caverns,1
vastdrumThentherecameanechoingblastagreathornwas,1
GOODBYE,1
Trapped,1
Slam,1
wedge,1
ANNOUNCEMENT,1
40,1
Thirdly,1
horncall,1
recite,1
Feet,1
422,1
bored,1
nent,1
immi,1
buch,1
thag,1
banquet,1
ftyone,1
barrel,1
anniversary,1
Vulgar,1
package,1
insulted,1
nar,1
row,1
myriads,1
Uruks,1
cavetroll,1
scowled,1
juniors,1
Jolly,1
shouts,1
perfunctory,1
OUR,1
Secondly,1
outburst,1
Tremendous,1
immensely,1
Purposes,1
plunges,1
wedged,1
39,1
impression,1
swordblades,1
Purpose,1
assembly,1
splinters,1
hoots,1
grind,1
wedges,1
whirling,1
toeless,1
Seizing,1
vigorous,1
423,1
Springlering,1
bellow,1
anthills,1
Melilot,1
Everard,1
dancetune,1
orchestra,1
impromptu,1
sary,1
neces,1
wrenching,1
supposing,1
enchanting,1
Rams,1
convey,1
DALE,1
Hun,1
utes,1
Noises,1
hammers,1
Cries,1
ening,1
Deaf,1
harmlessly,1
hornblast,1
strife,1
joyously,1
mered,1
ham,1
Returns,1
Hur,1
eleventh,1
Today,1
affray,1
erceness,1
furry,1
exceptionally,1
merited,1
elderly,1
ProudFEET,1
aame,1
buttons,1
38,1
thir,1
beaming,1
Horsemen,1
illuminated,1
teen,1
shrieking,1
scalp,1
formerly,1
duck,1
Barrowblade,1
returns,1
orcchieftain,1
dainties,1
nibbling,1
drinks,1
sipping,1
tolerant,1
manhigh,1
warehouses,1
stocks,1
depleted,1
catering,1
ensuing,1
throughout,1
purchase,1
abundant,1
engrossing,1
swordsmen,1
allude,1
swart,1
Diving,1
spearmen,1
inevitable,1
striking,1
snake,1
afterdinner,1
unobtrusive,1
424,1
pleas,1
charged,1
specializing,1
chariots,1
card,1
magnicent,1
detested,1
hacked,1
spearshaft,1
Goodbodies,1
grandfather,1
lations,1
provender,1
truncheon,1
Bringing,1
scimitar,1
easygoing,1
parental,1
unrelated,1
selected,1
limited,1
dinnerparty,1
prostrate,1
425,1
throbbed,1
explosion,1
deafening,1
somersault,1
express,1
whizzed,1
lifesize,1
redgolden,1
tramp,1
spouted,1
Hobbitlore,1
426,1
spawned,1
beater,1
shuttingspell,1
requires,1
orcvoices,1
army,1
embattled,1
ghash,1
counterspell,1
shower,1
thunderstorm,1
blocking,1
coloured,1
427,1
spearthrust,1
upturned,1
skewered,1
boar,1
skewer,1
wains,1
meets,1
Ghah,1
unfolding,1
unmistakable,1
signing,1
36,1
DarkLordwas,1
scintillating,1
superb,1
thunderclaps,1
goblinbarkers,1
elf,1
dwarfcandles,1
sparklers,1
backarappers,1
squibs,1
distribution,1
designed,1
sixthirty,1
elevenses,1
continuously,1
428,1
boles,1
inmotionThenturningsouth,1
bases,1
games,1
columns,1
readers,1
dwarfmake,1
cal,1
magi,1
Wisps,1
horncalls,1
system,1
lt,1
lavishly,1
itd,1
expensive,1
sundry,1
35,1
everybody,1
Practically,1
entertainments,1
kerb,1
outset,1
unfurled,1
spanned,1
intense,1
Anxiety,1
Wednesday,1
429,1
Excitement,1
quartered,1
Straight,1
supplement,1
swarming,1
scimitars,1
eatinghouse,1
cooks,1
erected,1
openair,1
promising,1
Lanterns,1
manshape,1
wreathed,1
stabbing,1
envied,1
intensely,1
adjoining,1
hobbitfamilies,1
yelled,1
430,1
bellowed,1
throats,1
Over,1
againhebeheld,1
ticking,1
nostrils,1
Secret,1
Business,1
BUSINESS,1
ARTY,1
P,1
EXCEPT,1
TANCE,1
ADMIT,1
NO,1
wielder,1
UdunGo,1
variations,1
wizened,1
onset,1
postmen,1
assistant,1
voluntary,1
molten,1
post,1
431,1
34,1
postman,1
sheet,1
calendar,1
tick,1
enthusiastic,1
Balrogs,1
crashed,1
luxury,1
commodity,1
provision,1
locally,1
poised,1
lashed,1
432,1
doorposts,1
ageworn,1
enjoy,1
bowshot,1
Stick,1
mountainshadow,1
Grief,1
LOTHLO,1
avenged,1
gird,1
weep,1
nasturtians,1
sunowers,1
snapdragons,1
snowcapped,1
outung,1
434,1
unrufed,1
onlookers,1
appointment,1
forthcoming,1
cracker,1
squib,1
33,1
unloading,1
displays,1
rework,1
Kheledzaramsaid,1
whin,1
topped,1
Grand,1
Hence,1
markable,1
attractions,1
MinasTirithFarawayitseemedandbeautifulwhitewalled,1
column,1
Kheled,1
zram,1
elfrune,1
435,1
unload,1
Crown,1
freshet,1
cargo,1
mountainstreams,1
436,1
greenhued,1
hartstongue,1
whortleberry,1
brush,1
437,1
payment,1
slaying,1
orcblades,1
beards,1
Bathe,1
heated,1
gape,1
Crush,1
Carefully,1
tinkle,1
hobbitskin,1
wrap,1
elvenprinceling,1
mithrilcoat,1
undervalued,1
438,1
knowledgeable,1
bruise,1
32,1
manytowered,1
steeped,1
strengthened,1
everyones,1
pads,1
marvellously,1
mountainsides,1
pint,1
Dusk,1
fastwaning,1
439,1
avenge,1
nightspeech,1
disliking,1
Ends,1
conjuror,1
thatvisithimdwarvescomingatnightandthatoldwandering,1
poplars,1
mountainseat,1
convince,1
Glad,1
betters,1
440,1
Cabbages,1
Dragons,1
Nevertheless,1
fend,1
irresolute,1
listens,1
Crazy,1
Moriagate,1
523,1
scale,1
Perilous,1
treeclad,1
441,1
trapessing,1
pling,1
tram,1
31,1
dads,1
prentice,1
tunnelmaking,1
battlementsglitteredwithsteelanditsturretswere,1
wade,1
Lotlorien,1
sweetly,1
tucked,1
442,1
Elvenmaid,1
lindentree,1
elvenship,1
produces,1
mountainlee,1
Awaited,1
Arose,1
elvenstrands,1
443,1
heaving,1
Hope,1
swell,1
warren,1
regular,1
anyhow,1
stranded,1
orphan,1
Lothorien,1
tricky,1
dive,1
mew,1
Thither,1
Afar,1
evermore,1
reek,1
30,1
Blossom,1
444,1
partial,1
marriage,1
fatherinlaw,1
Nimrodels,1
Treepeople,1
youngest,1
mountainstream,1
cluster,1
Primula,1
married,1
Mellyrn,1
445,1
perch,1
Thendig,1
ahole,1
groundsaidLegolas,1
Drownded,1
ifthat,1
ismore,1
respectable,1
afterthefashionofyourkindButyoumustdigswiftanddeep,1
Daro,1
Stand,1
Dad,1
F,1
446,1
agin,1
mallorntree,1
nextdoor,1
Twofoot,1
Daddy,1
Fortress,1
talanIt,1
beats,1
haltingly,1
Lan,1
guage,1
including,1
vegetables,1
29,1
Ruil,1
Hamfast,1
engers,1
befriend,1
gentlehobbit,1
wellspoken,1
447,1
Myself,1
nail,1
Number,1
Call,1
Haldirs,1
lugged,1
448,1
nightchill,1
warmly,1
furcloaks,1
upstairs,1
plaited,1
Ham,1
screen,1
reminiscences,1
topic,1
birdloft,1
Once,1
wag,1
Tongues,1
33an,1
spectable,1
sickle,1
449,1
greyhooded,1
combined,1
Twelve,1
twenties,1
irresponsible,1
ropeladder,1
hushed,1
shiv,1
ered,1
covering,1
strove,1
wraps,1
concealment,1
noiseless,1
28,1
scrabbling,1
unwinking,1
cousins,1
treestem,1
unimportant,1
450,1
admirers,1
devoted,1
ltered,1
Paleblue,1
Rumil,1
changeful,1
prints,1
perfectly,1
orcfeet,1
inexhaustible,1
reputedly,1
perpetual,1
451,1
wellpreserved,1
ninety,1
skilfully,1
coil,1
balanced,1
fasten,1
shoulderhigh,1
surefooted,1
popularly,1
riches,1
shufed,1
Live,1
magnicence,1
eleventyrst,1
celebrating,1
shortly,1
ALONGEXPECTEDPARTY,1
ONE,1
PART,1
FIRST,1
BEING,1
roosting,1
Andy,1
untied,1
coiled,1
21,1
Rumi,1
Represented,1
slung,1
atten,1
conjectural,1
material,1
Gore,1
arising,1
Nmenor,1
materials,1
sive,1
exten,1
tor,1
relating,1
summaries,1
scribes,1
manuscripts,1
successors,1
452,1
elements,1
shirewords,1
discovering,1
Names,1
treatise,1
calendars,1
relation,1
Reckoning,1
Angle,1
ThiswasnotatalltothelikingofGimliTheagreementwas,1
consent,1
likeabeggaroraprisonerAndIamnospyMyfolkhavenever,1
available,1
1403,1
Again,1
20,1
C,1
1482,1
1451,1
betray,1
Translations,1
contains,1
Findegils,1
impor,1
obstinate,1
Faramir,1
Steward,1
stated,1
haft,1
version,1
abbreviated,1
quotations,1
correc,1
annotation,1
singled,1
omitted,1
Periannath,1
beggars,1
shares,1
details,1
blindness,1
Writer,1
Findegil,1
appended,1
scribe,1
453,1
FA,1
1592,1
pleted,1
amends,1
stubbed,1
greatgrandson,1
toe,1
volume,1
Fellowship,1
genealogies,1
commentaries,1
containing,1
divides,1
mented,1
endanger,1
bowstring,1
annexed,1
14201,1
Voice,1
Wardens,1
19,1
Fairbairns,1
Undertowers,1
rumoured,1
Under,1
collections,1
historical,1
Fourth,1
Elfhavens,1
oral,1
524,1
ditions,1
tra,1
454,1
Reunited,1
inclusion,1
aforetime,1
RECORDS,1
truce,1
NOTE,1
History,1
1401,1
hundredandeleventh,1
celebration,1
arations,1
prep,1
notable,1
1342,1
ftysecond,1
deprived,1
sharpened,1
secured,1
455,1
distrusted,1
permit,1
unbind,1
Dragonhoard,1
hastening,1
marauding,1
beastshape,1
eluded,1
Journey,1
bandage,1
18,1
456,1
Springtime,1
rejoined,1
circles,1
orcguards,1
nakedness,1
arrayed,1
stalks,1
hobbitlike,1
palest,1
contrary,1
unfading,1
disbelieved,1
delete,1
alternative,1
abstracts,1
conceived,1
uncovering,1
poignant,1
mourn,1
memoirs,1
blemish,1
sickness,1
deformity,1
Theyll,1
17,1
457,1
rubbing,1
grassclad,1
fanned,1
hates,1
Thief,1
texture,1
enemys,1
forester,1
carpenter,1
458,1
disadvantage,1
drear,1
enlighten,1
r,1
slay,1
tempted,1
Hours,1
rot,1
sevenfold,1
opposed,1
perceives,1
vanimelda,1
namarie,1
Elvendom,1
MIRROR,1
GALADRIEL,1
remnants,1
thronged,1
manytiered,1
evermoving,1
460,1
Warily,1
overlapped,1
lessly,1
spilled,1
mightiest,1
ascend,1
Elfwardens,1
ets,1
461,1
deck,1
tapering,1
canopied,1
lances,1
recover,1
Cele,1
GloinIt,1
462,1
renewed,1
screech,1
peoples,1
womans,1
pur,1
463,1
borderland,1
16,1
Morgoth,1
elfbanes,1
wickedest,1
sacred,1
promises,1
forbidden,1
blameless,1
repent,1
exiled,1
accepting,1
Game,1
strict,1
Kheledzaram,1
Kibilnla,1
Khazaddumin,1
differ,1
Authorities,1
glowering,1
clumsily,1
dwarffashion,1
464,1
purposed,1
giver,1
uncounted,1
mayhap,1
contriving,1
Stray,1
searchingly,1
465,1
challenged,1
satisfaction,1
couches,1
blush,1
guilty,1
conscience,1
steal,1
lamely,1
fared,1
466,1
tempting,1
Lothlorienso,1
467,1
lamentation,1
wearer,1
Pilgrim,1
strangle,1
interpret,1
snatches,1
468,1
dragonlair,1
trumpetvoice,1
pilgrim,1
throned,1
thorny,1
Khazaddumhis,1
469,1
justice,1
homeless,1
temper,1
470,1
nssha,1
15,1
ewer,1
Trying,1
unbidden,1
525,1
471,1
deceits,1
osity,1
toss,1
472,1
outraged,1
acutting,1
avenue,1
redbrick,1
Lots,1
scarcely,1
renown,1
busily,1
chimney,1
published,1
473,1
Erebor,1
counsellor,1
dwarfhoards,1
twilit,1
presently,1
1341,1
Mirrors,1
Doubt,1
Brief,1
Grievous,1
vivid,1
littered,1
disordered,1
scenes,1
raged,1
doorthe,1
dayto,1
therecame,1
inTheHobbit,1
istold,1
Finding,1
bloodred,1
wrack,1
ite,1
populous,1
emblem,1
474,1
rimmed,1
memorable,1
Sixty,1
portended,1
14,1
glazed,1
slit,1
pupil,1
rove,1
prowling,1
complaints,1
willed,1
curls,1
employed,1
varying,1
emptied,1
Work,1
Hard,1
Farthing,1
betrayal,1
strayings,1
policemen,1
haywards,1
caps,1
uniforms,1
equivalent,1
elvenbows,1
police,1
Shirriffs,1
gropes,1
rejection,1
appoint,1
denialEarendil,1
Elvenlady,1
Messengers,1
Shireservices,1
Service,1
Messenger,1
mayoralty,1
attached,1
Shirriff,1
475,1
Postmaster,1
ofces,1
intervals,1
Shireholidays,1
banquets,1
preside,1
mayor,1
Lithe,1
divining,1
elected,1
Nenya,1
526,1
Adamant,1
tolerated,1
quali,1
temperament,1
habits,1
suspects,1
wealthy,1
wherefore,1
accorded,1
13,1
nominal,1
Thainship,1
emergency,1
footstep,1
Hobbitryin,1
Shiremuster,1
assuaged,1
answerable,1
preeminent,1
courtesy,1
Rules,1
revenged,1
essential,1
attributed,1
testing,1
476,1
Dreadful,1
Storm,1
ning,1
illumined,1
measurement,1
worshipful,1
trades,1
shops,1
shrunken,1
estates,1
moderate,1
elfwoman,1
mitted,1
pos,1
Grow,1
Imagine,1
Families,1
government,1
1452,1
sessed,1
Marches,1
531,1
wheres,1
477,1
possessor,1
rights,1
digging,1
dirty,1
FAREWELL,1
LO,1
tinue,1
Ordering,1
harden,1
onward,1
landings,1
schooling,1
Dundain,1
479,1
furnish,1
thunders,1
esteem,1
galenas,1
toilsome,1
oat,1
ourishes,1
plod,1
antly,1
abund,1
untroubled,1
480,1
overmuch,1
fullling,1
forsake,1
native,1
convinced,1
observations,1
481,1
defending,1
Plainly,1
correction,1
slen,1
bothering,1
der,1
clothing,1
genuine,1
baked,1
colonists,1
Cram,1
crisp,1
smokers,1
nibbled,1
cake,1
Dalemen,1
waybread,1
strengthening,1
screws,1
bakers,1
varieties,1
482,1
leafwrappings,1
homegrown,1
unwrapped,1
1070,1
vided,1
Tobold,1
sweeter,1
veined,1
garb,1
483,1
Fences,1
vapour,1
goldhung,1
quoted,1
introduction,1
tobacco,1
barges,1
484,1
antiquity,1
surrounds,1
coils,1
Nicotiana,1
elvencloaks,1
Ropes,1
ropemaking,1
hithlain,1
instruct,1
inhaled,1
imbibed,1
lightbuilt,1
crafty,1
lade,1
Pipeweed,1
contradictions,1
wayward,1
mishandled,1
accurate,1
exceedinglydullHobbitsdelightedinsuchthingsiftheywere,1
landingplace,1
reader,1
familytree,1
shorthandled,1
degree,1
leafshaped,1
familytrees,1
elaborate,1
485,1
relationships,1
clannish,1
mansion,1
manytunnelled,1
wistfully,1
comparative,1
larks,1
beak,1
burnished,1
jet,1
elvenskill,1
vessel,1
bachelors,1
Sad,1
hobbitarchitecture,1
peculiarity,1
Evereve,1
preference,1
hobbitbuilding,1
twined,1
bulged,1
turves,1
486,1
Swanship,1
blessings,1
Swan,1
heeding,1
casts,1
cataracts,1
Nindalf,1
Wetwang,1
527,1
distrustful,1
sluggish,1
tortuous,1
487,1
blows,1
aloof,1
Nomanlands,1
Cirith,1
Gorgor,1
entangled,1
disprove,1
Norther,1
fording,1
despise,1
needful,1
488,1
draweth,1
Lothlorie,1
elvenrunes,1
immemorial,1
Elftowers,1
lighten,1
outspread,1
Celebrn,1
489,1
Kindred,1
hers,1
teachers,1
foretold,1
crafts,1
has,1
southaway,1
Celebran,1
